Date,Close
2026-03-02,57.0400
2026-03-03,56.5200
2026-03-04,56.1900
2026-03-05,56.4800
2026-03-06,56.5700
2026-03-09,56.3200
2026-03-10,55.6000
2026-03-11,56.9800
2026-03-12,57.5100
2026-03-13,57.7000
2026-03-16,57.9000
2026-03-17,58.5100
2026-03-18,58.4300
2026-03-19,59.3600
2026-03-20,59.3100
2026-03-23,59.6300
2026-03-24,60.8400
2026-03-25,60.5700
2026-03-26,61.5200
2026-03-27,62.5600
2026-03-30,61.9600
2026-03-31,61.2600
2026-04-01,58.9700
2026-04-02,59.2500
2026-04-06,59.6800
2026-04-07,60.1600
2026-04-08,58.0500
2026-04-09,57.3300
2026-04-10,56.9400
2026-04-13,57.1100
2026-04-14,55.9500
2026-04-15,55.7600
2026-04-16,56.5800
2026-04-17,55.0200
2026-04-20,55.0700
2026-04-21,55.8700
2026-04-22,56.5400
2026-04-23,56.9800
2026-04-24,56.8700
2026-04-27,56.7700
2026-04-28,57.7100
2026-04-29,59.0300
2026-04-30,59.6500
2026-05-01,58.8500
2026-05-04,59.3900
2026-05-05,59.4500
2026-05-06,57.0000
2026-05-07,55.9500
2026-05-08,55.7000
2026-05-11,57.1700
2026-05-12,57.5700
2026-05-13,57.6300
2026-05-14,58.0700
2026-05-15,59.4400
2026-05-18,60.5800
2026-05-19,61.2900
2026-05-20,59.8000
2026-05-21,59.1300
2026-05-22,59.4900
2026-05-26,57.8500
2026-05-27,56.9900
2026-05-28,56.9500
2026-05-29,56.2900
2026-06-01,57.3000
2026-06-02,57.9600
2026-06-03,58.7100
2026-06-04,58.7500
2026-06-05,57.6700
2026-06-08,58.3300
2026-06-09,57.3900
2026-06-10,58.2500
2026-06-11,57.1200
2026-06-12,57.5500
2026-06-15,55.5500
2026-06-16,55.3600
2026-06-17,54.6700
2026-06-18,53.7700
2026-06-22,54.0600
2026-06-23,54.4600
2026-06-24,53.5700
2026-06-25,54.0900
2026-06-26,53.8400
2026-06-29,53.5800
2026-06-30,53.1100
2026-07-01,52.8100
2026-07-02,53.2200
2026-07-06,53.1300
2026-07-07,54.6400
2026-07-08,55.6000
2026-07-09,54.8200
2026-07-10,55.0800
2026-07-13,56.7400
2026-07-14,56.9500
2026-07-15,56.5000
2026-07-16,57.0200
2026-07-17,57.6800
2026-07-20,57.9400
2026-07-21,58.5000
2026-07-22,59.2000
2026-07-23,59.3800
2026-07-24,59.6200
2026-07-27,58.3600
2026-07-28,57.5700
2026-07-29,58.6500
2026-07-30,58.9600
2026-07-31,59.5500
2026-08-03,58.7900
2026-08-04,58.5200
2026-08-05,57.3100
2026-08-06,58.1600
2026-08-07,57.5000
2026-08-10,60.1800
2026-08-11,60.9300
2026-08-12,61.0300
2026-08-13,61.0600
2026-08-14,61.9100
2026-08-17,62.5800
2026-08-18,63.6800
2026-08-19,63.5800
2026-08-20,63.7500
2026-08-21,63.6400
2026-08-24,63.1100
2026-08-25,62.0600
2026-08-26,62.4300
2026-08-27,62.2900
2026-08-28,62.6800
2026-08-31,63.9600
2026-09-01,64.7700
2026-09-02,65.1000
2026-09-03,64.6200
2026-09-04,64.0600
2026-09-08,64.7700
2026-09-09,65.3100
2026-09-10,64.9300
2026-09-11,65.1400
2026-09-14,64.5300
2026-09-15,65.9300
2026-09-16,64.0300
2026-09-17,64.4800
2026-09-18,64.4050
