Date,Close
2026-03-02,608.0900
2026-03-03,601.5800
2026-03-04,610.7500
2026-03-05,608.9100
2026-03-06,599.7500
2026-03-09,607.7600
2026-03-10,607.7700
2026-03-11,607.6900
2026-03-12,597.2600
2026-03-13,593.7200
2026-03-16,600.3800
2026-03-17,603.3100
2026-03-18,594.9000
2026-03-19,593.0200
2026-03-20,582.0600
2026-03-23,588.0000
2026-03-24,583.9800
2026-03-25,587.8200
2026-03-26,573.7900
2026-03-27,562.5800
2026-03-30,558.2800
2026-03-31,577.1800
2026-04-01,584.3100
2026-04-02,584.9800
2026-04-06,588.5000
2026-04-07,588.5900
2026-04-08,606.0900
2026-04-09,610.1900
2026-04-10,611.0700
2026-04-13,617.3900
2026-04-14,628.6000
2026-04-15,637.4000
2026-04-16,640.4700
2026-04-17,648.8500
2026-04-20,646.7900
2026-04-21,644.3300
2026-04-22,655.1100
2026-04-23,651.4200
2026-04-24,663.8800
2026-04-27,664.2300
2026-04-28,657.5500
2026-04-29,661.5700
2026-04-30,667.7400
2026-05-01,674.1500
2026-05-04,672.8800
2026-05-05,681.6100
2026-05-06,695.7700
2026-05-07,694.9400
2026-05-08,711.2300
2026-05-11,713.2900
2026-05-12,707.2400
2026-05-13,714.7100
2026-05-14,719.7900
2026-05-15,708.9300
2026-05-18,705.8800
2026-05-19,701.5300
2026-05-20,713.1500
2026-05-21,714.5100
2026-05-22,717.5400
2026-05-26,730.2800
2026-05-27,729.4500
2026-05-28,735.6000
2026-05-29,738.3100
2026-06-01,742.7400
2026-06-02,746.1600
2026-06-03,744.2100
2026-06-04,740.6100
2026-06-05,705.0600
2026-06-08,716.0700
2026-06-09,707.8300
2026-06-10,693.6900
2026-06-11,717.1200
2026-06-12,721.3400
2026-06-15,744.0000
2026-06-16,729.8600
2026-06-17,722.5100
2026-06-18,740.6200
2026-06-22,737.9500
2026-06-23,713.6500
2026-06-24,710.6200
2026-06-25,716.3800
2026-06-26,706.5200
2026-06-29,724.0800
2026-06-30,736.4000
2026-07-01,725.1700
2026-07-02,712.6000
2026-07-06,722.8200
2026-07-07,709.4300
2026-07-08,711.4400
2026-07-09,723.2800
2026-07-10,725.5100
2026-07-13,711.7400
2026-07-14,719.6900
2026-07-15,717.7400
2026-07-16,705.9400
2026-07-17,695.3300
2026-07-20,696.0600
2026-07-21,708.9700
2026-07-22,705.3500
2026-07-23,691.9600
2026-07-24,684.2300
2026-07-27,682.1200
2026-07-28,675.4900
2026-07-29,661.7300
2026-07-30,683.5500
2026-07-31,687.9900
2026-08-03,700.0700
2026-08-04,723.8500
2026-08-05,717.3000
2026-08-06,714.6500
2026-08-07,723.0300
2026-08-10,720.8700
2026-08-11,718.4500
2026-08-12,723.7000
2026-08-13,732.0700
2026-08-14,731.0700
2026-08-17,729.8700
2026-08-18,717.5100
2026-08-19,716.0800
2026-08-20,710.9300
2026-08-21,713.4400
2026-08-24,706.3200
2026-08-25,710.7200
2026-08-26,711.3700
2026-08-27,721.1100
2026-08-28,716.4300
2026-08-31,716.7600
2026-09-01,707.6400
2026-09-02,709.2400
2026-09-03,717.6700
2026-09-04,718.9600
2026-09-08,718.3600
2026-09-09,716.3100
2026-09-10,708.6900
2026-09-11,714.8800
2026-09-14,709.1800
2026-09-15,704.5400
2026-09-16,704.7200
2026-09-17,716.9200
2026-09-18,719.1851
