Date,Close
2026-03-02,686.3800
2026-03-03,680.3300
2026-03-04,685.1300
2026-03-05,681.3100
2026-03-06,672.3800
2026-03-09,678.2700
2026-03-10,677.1800
2026-03-11,676.3300
2026-03-12,666.0600
2026-03-13,662.2900
2026-03-16,669.0300
2026-03-17,670.7900
2026-03-18,661.4300
2026-03-19,659.8000
2026-03-20,648.5700
2026-03-23,655.3800
2026-03-24,653.1800
2026-03-25,656.8200
2026-03-26,645.0900
2026-03-27,634.0900
2026-03-30,631.9700
2026-03-31,650.3400
2026-04-01,655.2400
2026-04-02,655.8300
2026-04-06,658.9300
2026-04-07,659.2200
2026-04-08,676.0100
2026-04-09,679.9100
2026-04-10,679.4600
2026-04-13,686.1000
2026-04-14,694.4600
2026-04-15,699.9400
2026-04-16,701.6600
2026-04-17,710.1400
2026-04-20,708.7200
2026-04-21,704.0800
2026-04-22,711.2100
2026-04-23,708.4500
2026-04-24,713.9400
2026-04-27,715.1700
2026-04-28,711.6900
2026-04-29,711.5800
2026-04-30,718.6600
2026-05-01,720.6500
2026-05-04,718.0100
2026-05-05,723.7700
2026-05-06,733.8300
2026-05-07,731.5800
2026-05-08,737.6200
2026-05-11,739.3000
2026-05-12,738.1800
2026-05-13,742.3100
2026-05-14,748.1700
2026-05-15,739.1700
2026-05-18,738.6500
2026-05-19,733.7300
2026-05-20,741.2500
2026-05-21,742.7200
2026-05-22,745.6400
2026-05-26,750.5900
2026-05-27,750.4600
2026-05-28,754.6000
2026-05-29,756.4800
2026-06-01,758.5400
2026-06-02,759.5700
2026-06-03,754.2400
2026-06-04,757.0900
2026-06-05,737.5500
2026-06-08,739.2200
2026-06-09,737.0500
2026-06-10,725.4300
2026-06-11,737.7600
2026-06-12,741.7500
2026-06-15,754.8300
2026-06-16,750.3300
2026-06-17,740.9600
2026-06-18,746.7400
2026-06-22,744.3900
2026-06-23,733.5800
2026-06-24,733.2400
2026-06-25,734.3000
2026-06-26,728.9900
2026-06-29,741.0000
2026-06-30,746.7700
2026-07-01,745.7600
2026-07-02,744.7800
2026-07-06,751.2800
2026-07-07,747.7100
2026-07-08,745.4000
2026-07-09,751.7100
2026-07-10,754.9500
2026-07-13,749.1700
2026-07-14,751.8300
2026-07-15,754.8100
2026-07-16,750.7200
2026-07-17,743.2900
2026-07-20,742.0900
2026-07-21,748.2800
2026-07-22,747.4100
2026-07-23,738.1800
2026-07-24,738.9300
2026-07-27,739.0900
2026-07-28,740.8600
2026-07-29,729.4600
2026-07-30,741.6900
2026-07-31,747.0300
2026-08-03,757.6700
2026-08-04,771.3300
2026-08-05,769.7900
2026-08-06,768.5600
2026-08-07,773.2600
2026-08-10,773.0300
2026-08-11,770.5600
2026-08-12,772.4900
2026-08-13,777.8800
2026-08-14,776.3400
2026-08-17,772.6700
2026-08-18,767.4500
2026-08-19,769.0600
2026-08-20,762.6000
2026-08-21,765.7200
2026-08-24,763.4700
2026-08-25,765.9100
2026-08-26,766.0800
2026-08-27,771.1000
2026-08-28,769.3500
2026-08-31,767.0500
2026-09-01,761.7800
2026-09-02,765.1600
2026-09-03,773.1700
2026-09-04,770.1900
2026-09-08,765.9600
2026-09-09,762.4000
2026-09-10,757.8300
2026-09-11,764.2900
2026-09-14,760.8800
2026-09-15,757.3900
2026-09-16,754.0500
2026-09-17,762.6000
2026-09-18,761.3300
